text,type,start,end,method,article_id,article_url,article_domain,article_theme
Young,GPE,0,5,nltk,4626,https://www.wkbw.com/news/local-news/buffalo/young-inventions-showcase-big-ideas-at-wny-invention-convention,wkbw.com,SCIENCE
WNY,ORGANIZATION,39,42,nltk,4626,https://www.wkbw.com/news/local-news/buffalo/young-inventions-showcase-big-ideas-at-wny-invention-convention,wkbw.com,SCIENCE
Allentown,PERSON,0,9,nltk,4627,https://www.mcall.com/2025/04/04/allentowns-building-21-will-change-focus-to-computer-science-health-care-careers/,mcall.com,SCIENCE
Science,GPE,41,48,nltk,4628,https://www.vice.com/en/article/the-truth-about-squirting-according-to-science/,vice.com,SCIENCE
Trump,PERSON,26,31,nltk,4629,https://timesofindia.indiatimes.com/world/us/scientists-sound-alarm-as-trump-reshapes-us-research-landscape/articleshow/120534991.cms,timesofindia.indiatimes.com,SCIENCE
US,GSP,41,43,nltk,4629,https://timesofindia.indiatimes.com/world/us/scientists-sound-alarm-as-trump-reshapes-us-research-landscape/articleshow/120534991.cms,timesofindia.indiatimes.com,SCIENCE
GSEB,ORGANIZATION,0,4,nltk,4630,https://timesofindia.indiatimes.com/education/news/gseb-releases-hsc-final-answer-key-2025-for-science-stream-on-gseb-org/articleshow/119857194.cms,timesofindia.indiatimes.com,SCIENCE
HSC,ORGANIZATION,14,17,nltk,4630,https://timesofindia.indiatimes.com/education/news/gseb-releases-hsc-final-answer-key-2025-for-science-stream-on-gseb-org/articleshow/119857194.cms,timesofindia.indiatimes.com,SCIENCE
Science,GPE,44,51,nltk,4630,https://timesofindia.indiatimes.com/education/news/gseb-releases-hsc-final-answer-key-2025-for-science-stream-on-gseb-org/articleshow/119857194.cms,timesofindia.indiatimes.com,SCIENCE
Innovate,GPE,10,18,nltk,4631,https://www.tribuneindia.com/news/features/explore-innovate-transform/,tribuneindia.com,SCIENCE
Transform,ORGANIZATION,21,30,nltk,4631,https://www.tribuneindia.com/news/features/explore-innovate-transform/,tribuneindia.com,SCIENCE
Opinion,GPE,0,7,nltk,4632,https://www.mercurynews.com/2025/04/18/opinion-community-science-offers-a-different-kind-of-climate-action/,mercurynews.com,SCIENCE
Cheltenham,GPE,0,10,nltk,4633,https://www.yahoo.com/news/cheltenham-science-festival-announces-2025-093508268.html,yahoo.com,SCIENCE
Science Festival,ORGANIZATION,11,27,nltk,4633,https://www.yahoo.com/news/cheltenham-science-festival-announces-2025-093508268.html,yahoo.com,SCIENCE
Cheers,GPE,0,6,nltk,4634,https://www.redandblack.com/culture/cheers-to-science-athens-science-cafe-is-catalyzing-conversations/article_d610664e-4191-4c6f-8536-1bc33cc27ed9.html,redandblack.com,SCIENCE
Science Cafe,PERSON,27,39,nltk,4634,https://www.redandblack.com/culture/cheers-to-science-athens-science-cafe-is-catalyzing-conversations/article_d610664e-4191-4c6f-8536-1bc33cc27ed9.html,redandblack.com,SCIENCE
NASA,ORGANIZATION,24,28,nltk,4635,https://phys.org/news/2025-04-clouds-nasa-flies-satellite.html,phys.org,SCIENCE
NIH,ORGANIZATION,15,18,nltk,4636,https://www.news4jax.com/health/2025/04/02/scientists-sue-nih-saying-politics-cut-their-research-funding/,news4jax.com,SCIENCE
Compete,ORGANIZATION,28,35,nltk,4637,https://www.wktv.com/community/62-students-from-4-counties-compete-at-this-years-utica-university-regional-science-fair/article_b7fc53d0-3038-4ebb-9af6-e5d9c83b0f11.html,wktv.com,SCIENCE
Utica University Regional Science Fair,PERSON,49,87,nltk,4637,https://www.wktv.com/community/62-students-from-4-counties-compete-at-this-years-utica-university-regional-science-fair/article_b7fc53d0-3038-4ebb-9af6-e5d9c83b0f11.html,wktv.com,SCIENCE
Berrien,PERSON,0,7,nltk,4638,https://www.wndu.com/2025/04/11/berrien-regional-education-service-agency-hosts-annual-elementary-science-olympiad/,wndu.com,SCIENCE
Regional Education Service Agency,ORGANIZATION,8,41,nltk,4638,https://www.wndu.com/2025/04/11/berrien-regional-education-service-agency-hosts-annual-elementary-science-olympiad/,wndu.com,SCIENCE
United,GPE,0,6,nltk,4639,https://www.opportunitiesforafricans.com/united-nations-global-compact-climate-ambition-accelerator-programme-2025/,opportunitiesforafricans.com,SCIENCE
Nations,ORGANIZATION,7,14,nltk,4639,https://www.opportunitiesforafricans.com/united-nations-global-compact-climate-ambition-accelerator-programme-2025/,opportunitiesforafricans.com,SCIENCE
Climate Ambition Accelerator,PERSON,30,58,nltk,4639,https://www.opportunitiesforafricans.com/united-nations-global-compact-climate-ambition-accelerator-programme-2025/,opportunitiesforafricans.com,SCIENCE
Science,GPE,11,18,nltk,4640,https://indianexpress.com/article/education/class-10-board-exam-results-2025-opting-for-science-in-class-11th-career-options-jeemain-neet-ug-9967002/,indianexpress.com,SCIENCE
Google Apple Amazon Interview Questions,PERSON,54,93,nltk,4641,https://www.manilatimes.net/2025/04/10/tmt-newswire/globenewswire/2025-best-data-science-interview-preparation-course-google-apple-amazon-interview-questions-mcq-answers/2089671,manilatimes.net,SCIENCE
Asahi,PERSON,0,5,nltk,4642,https://www.finanznachrichten.de/nachrichten-2025-04/65057954-asahi-kasei-corp-asahi-kasei-establishes-asahi-kasei-life-science-to-drive-its-bioprocess-businesses-forward-004.htm,finanznachrichten.de,SCIENCE
Kasei Corp,PERSON,6,16,nltk,4642,https://www.finanznachrichten.de/nachrichten-2025-04/65057954-asahi-kasei-corp-asahi-kasei-establishes-asahi-kasei-life-science-to-drive-its-bioprocess-businesses-forward-004.htm,finanznachrichten.de,SCIENCE
Asahi Kasei Establishes Asahi Kasei Life Science,PERSON,20,68,nltk,4642,https://www.finanznachrichten.de/nachrichten-2025-04/65057954-asahi-kasei-corp-asahi-kasei-establishes-asahi-kasei-life-science-to-drive-its-bioprocess-businesses-forward-004.htm,finanznachrichten.de,SCIENCE
Bioprocess Businesses Forward,ORGANIZATION,82,111,nltk,4642,https://www.finanznachrichten.de/nachrichten-2025-04/65057954-asahi-kasei-corp-asahi-kasei-establishes-asahi-kasei-life-science-to-drive-its-bioprocess-businesses-forward-004.htm,finanznachrichten.de,SCIENCE
Coolest,GPE,18,25,nltk,4643,https://www.webmd.com/fatty-liver-disease/ss/slideshow-liver-overview,webmd.com,SCIENCE
Food,PERSON,0,4,nltk,4644,https://www.tuko.co.ke/business-economy/585235-food-security-kenya-global-firm-launches-5-year-research-portfolio-transform-food-systems/,tuko.co.ke,SCIENCE
Kenya,GPE,17,22,nltk,4644,https://www.tuko.co.ke/business-economy/585235-food-security-kenya-global-firm-launches-5-year-research-portfolio-transform-food-systems/,tuko.co.ke,SCIENCE
Year Research Portfolio,PERSON,50,73,nltk,4644,https://www.tuko.co.ke/business-economy/585235-food-security-kenya-global-firm-launches-5-year-research-portfolio-transform-food-systems/,tuko.co.ke,SCIENCE
Food Systems,ORGANIZATION,87,99,nltk,4644,https://www.tuko.co.ke/business-economy/585235-food-security-kenya-global-firm-launches-5-year-research-portfolio-transform-food-systems/,tuko.co.ke,SCIENCE
Trump,PERSON,26,31,nltk,4645,https://www.thedailystar.net/news/world/usa/news/scientists-sound-alarm-trump-reshapes-us-research-landscape-3878026,thedailystar.net,SCIENCE
US,GSP,41,43,nltk,4645,https://www.thedailystar.net/news/world/usa/news/scientists-sound-alarm-trump-reshapes-us-research-landscape-3878026,thedailystar.net,SCIENCE
Science,GPE,0,7,nltk,4646,https://news.satnews.com/2025/04/05/science-museum-magdrive-childrens-competition-for-a-patch-design/,news.satnews.com,SCIENCE
Museum,PERSON,8,14,nltk,4646,https://news.satnews.com/2025/04/05/science-museum-magdrive-childrens-competition-for-a-patch-design/,news.satnews.com,SCIENCE
Daily Mail Online,PERSON,9,26,nltk,4647,https://www.dailymail.co.uk/tv/best-shows/article-14595783/Traces.html,dailymail.co.uk,SCIENCE
Focus,GPE,2,7,nltk,4648,https://www.thehindu.com/news/national/kerala/focus-on-innovative-research-to-drive-technological-progress/article69408831.ece,thehindu.com,SCIENCE
African Regional Science,ORGANIZATION,4,28,nltk,4649,"https://www.uneca.org/stories/7th-african-regional-science,-technology,-and-innovation-forum-2025-catalyzing-innovation",uneca.org,SCIENCE
Technology,GPE,31,41,nltk,4649,"https://www.uneca.org/stories/7th-african-regional-science,-technology,-and-innovation-forum-2025-catalyzing-innovation",uneca.org,SCIENCE
Innovation,ORGANIZATION,48,58,nltk,4649,"https://www.uneca.org/stories/7th-african-regional-science,-technology,-and-innovation-forum-2025-catalyzing-innovation",uneca.org,SCIENCE
Innovation,ORGANIZATION,48,58,nltk,4649,"https://www.uneca.org/stories/7th-african-regional-science,-technology,-and-innovation-forum-2025-catalyzing-innovation",uneca.org,SCIENCE
Africa Sustainable Future,PERSON,98,123,nltk,4649,"https://www.uneca.org/stories/7th-african-regional-science,-technology,-and-innovation-forum-2025-catalyzing-innovation",uneca.org,SCIENCE
David Hewlett McKay,PERSON,24,43,nltk,4650,https://www.syfy.com/syfy-wire/how-doctor-who-inspired-david-hewletts-mckay-on-stargate-atlantis,syfy.com,SCIENCE
Stargate Atlantis,ORGANIZATION,47,64,nltk,4650,https://www.syfy.com/syfy-wire/how-doctor-who-inspired-david-hewletts-mckay-on-stargate-atlantis,syfy.com,SCIENCE
Best,PERSON,0,4,nltk,4651,https://www.globenewswire.com/news-release/2025/04/21/3065048/0/en/Best-Technical-Interview-Preparation-Course-For-Data-Scientists-2025-Interview-Kickstart-Updates-Data-Engineering-Data-Science-Career-Roadmap.html,globenewswire.com,SCIENCE
Technical Interview,PERSON,5,24,nltk,4651,https://www.globenewswire.com/news-release/2025/04/21/3065048/0/en/Best-Technical-Interview-Preparation-Course-For-Data-Scientists-2025-Interview-Kickstart-Updates-Data-Engineering-Data-Science-Career-Roadmap.html,globenewswire.com,SCIENCE
Data,PERSON,48,52,nltk,4651,https://www.globenewswire.com/news-release/2025/04/21/3065048/0/en/Best-Technical-Interview-Preparation-Course-For-Data-Scientists-2025-Interview-Kickstart-Updates-Data-Engineering-Data-Science-Career-Roadmap.html,globenewswire.com,SCIENCE
Science Center,ORGANIZATION,9,23,nltk,4653,https://www.clickorlando.com/news/local/2025/04/10/orlando-science-center-celebrates-one-year-of-life-exhibit-with-15-day/,clickorlando.com,SCIENCE
Life,GPE,48,52,nltk,4653,https://www.clickorlando.com/news/local/2025/04/10/orlando-science-center-celebrates-one-year-of-life-exhibit-with-15-day/,clickorlando.com,SCIENCE
Wilson,PERSON,0,6,nltk,4654,https://www.scmp.com/author/wilson-w-wong,scmp.com,SCIENCE
Wong,PERSON,11,15,nltk,4654,https://www.scmp.com/author/wilson-w-wong,scmp.com,SCIENCE
Analysis,PERSON,36,44,nltk,4654,https://www.scmp.com/author/wilson-w-wong,scmp.com,SCIENCE
South China,GPE,59,70,nltk,4654,https://www.scmp.com/author/wilson-w-wong,scmp.com,SCIENCE
Columbia,GPE,0,8,nltk,4655,https://www.nbcrightnow.com/news/columbia-basin-college-in-pasco-to-offer-new-bachelors-degrees/article_138fecd5-38e0-4109-bb09-8c30ecee1734.html,nbcrightnow.com,SCIENCE
Basin College,PERSON,9,22,nltk,4655,https://www.nbcrightnow.com/news/columbia-basin-college-in-pasco-to-offer-new-bachelors-degrees/article_138fecd5-38e0-4109-bb09-8c30ecee1734.html,nbcrightnow.com,SCIENCE
Pasco,GPE,26,31,nltk,4655,https://www.nbcrightnow.com/news/columbia-basin-college-in-pasco-to-offer-new-bachelors-degrees/article_138fecd5-38e0-4109-bb09-8c30ecee1734.html,nbcrightnow.com,SCIENCE
China,GPE,0,5,nltk,4656,http://www.china.org.cn/arts/2025-03/29/content_117794344.htm,china.org.cn,SCIENCE
Students Present Research,PERSON,7,32,nltk,4657,https://news.uark.edu/articles/77205/honors-students-present-research-at-the-midwest-political-science-association-annual-meeting,news.uark.edu,SCIENCE
Midwest,ORGANIZATION,40,47,nltk,4657,https://news.uark.edu/articles/77205/honors-students-present-research-at-the-midwest-political-science-association-annual-meeting,news.uark.edu,SCIENCE
Annual Meeting,PERSON,78,92,nltk,4657,https://news.uark.edu/articles/77205/honors-students-present-research-at-the-midwest-political-science-association-annual-meeting,news.uark.edu,SCIENCE
NIH,ORGANIZATION,15,18,nltk,4658,https://www.clickorlando.com/health/2025/04/02/scientists-sue-nih-saying-politics-cut-their-research-funding/,clickorlando.com,SCIENCE
American Association,ORGANIZATION,43,63,nltk,4660,https://www.purdue.edu/newsroom/2025/Q1/10-purdue-faculty-chosen-as-fellows-of-the-american-association-for-the-advancement-of-science/,purdue.edu,SCIENCE
Science,GPE,87,94,nltk,4660,https://www.purdue.edu/newsroom/2025/Q1/10-purdue-faculty-chosen-as-fellows-of-the-american-association-for-the-advancement-of-science/,purdue.edu,SCIENCE
Trump,PERSON,0,5,nltk,4661,https://www.scientificamerican.com/article/trump-administration-cancels-nih-scientific-integrity-policy/,scientificamerican.com,SCIENCE
Administration Cancels,ORGANIZATION,6,28,nltk,4661,https://www.scientificamerican.com/article/trump-administration-cancels-nih-scientific-integrity-policy/,scientificamerican.com,SCIENCE
AAAS,ORGANIZATION,0,4,nltk,4662,https://www.aaas.org/news/aaas-mass-media-science-engineering-fellowship-announces-its-2025-fellows,aaas.org,SCIENCE
Mass Media Science,PERSON,5,23,nltk,4662,https://www.aaas.org/news/aaas-mass-media-science-engineering-fellowship-announces-its-2025-fellows,aaas.org,SCIENCE
American Association,ORGANIZATION,78,98,nltk,4662,https://www.aaas.org/news/aaas-mass-media-science-engineering-fellowship-announces-its-2025-fellows,aaas.org,SCIENCE
Science,GPE,16,23,nltk,4662,https://www.aaas.org/news/aaas-mass-media-science-engineering-fellowship-announces-its-2025-fellows,aaas.org,SCIENCE
AAAS,ORGANIZATION,0,4,nltk,4662,https://www.aaas.org/news/aaas-mass-media-science-engineering-fellowship-announces-its-2025-fellows,aaas.org,SCIENCE
Simply,PERSON,7,13,nltk,4663,https://scicomm.plos.org/2025/04/08/say-it-simply-see-it-clearly-the-scientists-case-for-storytelling/,scicomm.plos.org,SCIENCE
Scientist Case,ORGANIZATION,37,51,nltk,4663,https://scicomm.plos.org/2025/04/08/say-it-simply-see-it-clearly-the-scientists-case-for-storytelling/,scicomm.plos.org,SCIENCE
Craven,ORGANIZATION,37,43,nltk,4664,https://wcti12.com/news/local/dive-into-science-and-engineering-at-craven-ccs-exciting-hands-on-stem-week-events,wcti12.com,SCIENCE
STEM Week,ORGANIZATION,67,76,nltk,4664,https://wcti12.com/news/local/dive-into-science-and-engineering-at-craven-ccs-exciting-hands-on-stem-week-events,wcti12.com,SCIENCE
Japanese,GPE,0,8,nltk,4665,https://www.arabnews.com/node/2597695/saudi-arabia,arabnews.com,SCIENCE
Saudi,GPE,35,40,nltk,4665,https://www.arabnews.com/node/2597695/saudi-arabia,arabnews.com,SCIENCE
Riyadh,ORGANIZATION,50,56,nltk,4665,https://www.arabnews.com/node/2597695/saudi-arabia,arabnews.com,SCIENCE
Side,ORGANIZATION,3,7,nltk,4666,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=54&_f=homepage_featured,boredpanda.com,SCIENCE
Equal Parts Smart,PERSON,49,66,nltk,4666,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=54&_f=homepage_featured,boredpanda.com,SCIENCE
Funny,GPE,71,76,nltk,4666,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=54&_f=homepage_featured,boredpanda.com,SCIENCE
New Pics,ORGANIZATION,79,87,nltk,4666,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=54&_f=homepage_featured,boredpanda.com,SCIENCE
Side,ORGANIZATION,3,7,nltk,4667,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=16&_f=homepage_featured,boredpanda.com,SCIENCE
Equal Parts Smart,PERSON,49,66,nltk,4667,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=16&_f=homepage_featured,boredpanda.com,SCIENCE
Funny,GPE,71,76,nltk,4667,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=16&_f=homepage_featured,boredpanda.com,SCIENCE
New Pics,ORGANIZATION,79,87,nltk,4667,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=16&_f=homepage_featured,boredpanda.com,SCIENCE
Side,ORGANIZATION,3,7,nltk,4668,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=24&_f=homepage_featured,boredpanda.com,SCIENCE
Equal Parts Smart,PERSON,49,66,nltk,4668,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=24&_f=homepage_featured,boredpanda.com,SCIENCE
Funny,GPE,71,76,nltk,4668,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=24&_f=homepage_featured,boredpanda.com,SCIENCE
New Pics,ORGANIZATION,79,87,nltk,4668,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=24&_f=homepage_featured,boredpanda.com,SCIENCE
Side,ORGANIZATION,3,7,nltk,4669,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=10&_f=homepage_featured,boredpanda.com,SCIENCE
Equal Parts Smart,PERSON,49,66,nltk,4669,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=10&_f=homepage_featured,boredpanda.com,SCIENCE
Funny,GPE,71,76,nltk,4669,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=10&_f=homepage_featured,boredpanda.com,SCIENCE
New Pics,ORGANIZATION,79,87,nltk,4669,https://www.boredpanda.com/physics-memes/?cexp_id=123092&cexp_var=10&_f=homepage_featured,boredpanda.com,SCIENCE
New,GPE,0,3,nltk,4670,https://news.stanford.edu/stories/2025/04/study-ap-computer-science-course-underrepresented-students,news.stanford.edu,SCIENCE
AP,ORGANIZATION,4,6,nltk,4670,https://news.stanford.edu/stories/2025/04/study-ap-computer-science-course-underrepresented-students,news.stanford.edu,SCIENCE
Mars,PERSON,0,4,nltk,4672,https://www.globenewswire.com/news-release/2025/04/09/3058216/0/en/Mars-Veterinary-Health-Underscores-Long-Term-Commitment-to-Research-Innovation-in-Groundbreaking-Science-Impact-Report.html,globenewswire.com,SCIENCE
Veterinary Health Underscores Long,ORGANIZATION,5,39,nltk,4672,https://www.globenewswire.com/news-release/2025/04/09/3058216/0/en/Mars-Veterinary-Health-Underscores-Long-Term-Commitment-to-Research-Innovation-in-Groundbreaking-Science-Impact-Report.html,globenewswire.com,SCIENCE
Term Commitment,PERSON,42,57,nltk,4672,https://www.globenewswire.com/news-release/2025/04/09/3058216/0/en/Mars-Veterinary-Health-Underscores-Long-Term-Commitment-to-Research-Innovation-in-Groundbreaking-Science-Impact-Report.html,globenewswire.com,SCIENCE
Converging Paths,ORGANIZATION,4,20,nltk,4673,https://cacm.acm.org/blogcacm/the-converging-paths-of-computer-science-and-the-humanities-in-the-age-of-genai/,cacm.acm.org,SCIENCE
Computer Science,ORGANIZATION,24,40,nltk,4673,https://cacm.acm.org/blogcacm/the-converging-paths-of-computer-science-and-the-humanities-in-the-age-of-genai/,cacm.acm.org,SCIENCE
GenAI,ORGANIZATION,74,79,nltk,4673,https://cacm.acm.org/blogcacm/the-converging-paths-of-computer-science-and-the-humanities-in-the-age-of-genai/,cacm.acm.org,SCIENCE
ACM,ORGANIZATION,104,107,nltk,4673,https://cacm.acm.org/blogcacm/the-converging-paths-of-computer-science-and-the-humanities-in-the-age-of-genai/,cacm.acm.org,SCIENCE
Americans Work,GPE,13,27,nltk,4674,https://www.aaas.org/news/one-third-americans-work-stemm-jobs-accounting-39-gdp-according-economic-impact-study,aaas.org,SCIENCE
STEMM Jobs Accounting,ORGANIZATION,31,52,nltk,4674,https://www.aaas.org/news/one-third-americans-work-stemm-jobs-accounting-39-gdp-according-economic-impact-study,aaas.org,SCIENCE
GDP,ORGANIZATION,65,68,nltk,4674,https://www.aaas.org/news/one-third-americans-work-stemm-jobs-accounting-39-gdp-according-economic-impact-study,aaas.org,SCIENCE
Economic Impact Study,PERSON,84,105,nltk,4674,https://www.aaas.org/news/one-third-americans-work-stemm-jobs-accounting-39-gdp-according-economic-impact-study,aaas.org,SCIENCE
American Association,ORGANIZATION,108,128,nltk,4674,https://www.aaas.org/news/one-third-americans-work-stemm-jobs-accounting-39-gdp-according-economic-impact-study,aaas.org,SCIENCE
Science,GPE,152,159,nltk,4674,https://www.aaas.org/news/one-third-americans-work-stemm-jobs-accounting-39-gdp-according-economic-impact-study,aaas.org,SCIENCE
AAAS,ORGANIZATION,162,166,nltk,4674,https://www.aaas.org/news/one-third-americans-work-stemm-jobs-accounting-39-gdp-according-economic-impact-study,aaas.org,SCIENCE
Good,GPE,0,4,nltk,4675,https://www.counterpunch.org/2025/04/17/good-for-seth-rogens-jab-at-trump/,counterpunch.org,SCIENCE
Seth Rogen Jab,PERSON,9,23,nltk,4675,https://www.counterpunch.org/2025/04/17/good-for-seth-rogens-jab-at-trump/,counterpunch.org,SCIENCE
Trump,ORGANIZATION,27,32,nltk,4675,https://www.counterpunch.org/2025/04/17/good-for-seth-rogens-jab-at-trump/,counterpunch.org,SCIENCE
Science Infuze,ORG,0,14,regex,4676,https://www.leparisien.fr/etudiant/sortir/paris/eve-science-infuze-le-festival-pour-faire-le-plein-de-sciences-pour-petits-et-grands/,leparisien.fr,SCIENCE
Paul Emmanuel Vanderriele,ORG,74,99,regex,4677,https://www.midilibre.fr/2025/04/01/pour-moi-cest-essentiel-de-donner-le-gout-des-sciences-aux-enfants-paul-emmanuel-vanderriele-est-le-parrain-2025-de-setexpo-sciences-12590294.php,midilibre.fr,SCIENCE
Stand Up For Science,ORG,14,34,regex,4678,https://www.ladepeche.fr/2025/04/02/le-collectif-stand-up-for-science-relance-la-mobilisation-face-aux-menaces-sur-la-recherche-ce-jeudi-12611525.php,ladepeche.fr,SCIENCE
Sciences Po Menton,ORG,10,28,regex,4682,https://www.nicematin.com/education/le-campus-sciences-po-menton-en-partance-pour-marseille-les-versions-divergent-en-coulisses-980014,nicematin.com,SCIENCE
Sciences Po Menton,ORG,10,28,regex,4683,https://www.varmatin.com/education/le-campus-sciences-po-menton-en-partance-pour-marseille-les-versions-divergent-en-coulisses-980014,varmatin.com,SCIENCE
Albert Moukheiber,ORG,27,44,regex,4684,https://www.dna.fr/culture-loisirs/2025/04/04/le-neurologue-albert-moukheiber-monte-sur-scene-le-cerveau-nous-joue-des-tours,dna.fr,SCIENCE
Thierry Burger Helmchen,ORG,49,72,regex,4686,https://www.francebleu.fr/emissions/carte-blanche/business-des-pates-a-tartiner-avec-l-economiste-thierry-burger-helmchen-2509530,francebleu.fr,SCIENCE
Sciences Po Paris,ORG,35,52,regex,4691,https://paris.maville.com/actu/actudet_-mobilisation-pro-palestinienne-a-sciences-po-paris-nouvelles-sanctions-contre-trois-etudiants-_fil-6779344_actu.Htm,paris.maville.com,SCIENCE
Sciences Po Paris,ORG,35,52,regex,4692,https://laseyne.maville.com/actu/actudet_-mobilisation-pro-palestinienne-a-sciences-po-paris-nouvelles-sanctions-contre-trois-etudiants-_fil-6779344_actu.Htm,laseyne.maville.com,SCIENCE
Sciences Po Paris,ORG,35,52,regex,4693,https://brignoles.maville.com/actu/actudet_-mobilisation-pro-palestinienne-a-sciences-po-paris-nouvelles-sanctions-contre-trois-etudiants-_fil-6779344_actu.Htm,brignoles.maville.com,SCIENCE
Sciences Po Paris,ORG,35,52,regex,4694,https://draguignan.maville.com/actu/actudet_-mobilisation-pro-palestinienne-a-sciences-po-paris-nouvelles-sanctions-contre-trois-etudiants-_fil-6779344_actu.Htm,draguignan.maville.com,SCIENCE
Sciences Po Paris,ORG,35,52,regex,4695,https://hyeres.maville.com/actu/actudet_-mobilisation-pro-palestinienne-a-sciences-po-paris-nouvelles-sanctions-contre-trois-etudiants-_fil-6779344_actu.Htm,hyeres.maville.com,SCIENCE
Science Factor,ORG,0,14,regex,4696,https://www.breizh-info.com/2025/04/02/245506/science-factor-2025-des-collegiens-et-lyceens-primes-pour-leurs-innovations-concretes-et-ingenieuses/,breizh-info.com,SCIENCE
Sciences Po Paris Luis Vassy,ORG,64,92,regex,4700,https://www.nicematin.com/politique/on-prend-le-talent-partout-ou-il-est-assure-le-directeur-de-sciences-po-paris-luis-vassy-aux-lyceens-de-pierre-et-marie-curie-a-menton-981114,nicematin.com,SCIENCE
Sciences Po Paris,ORG,69,86,regex,4701,https://www.humanite.fr/societe/criminalisation/criminalisation-de-la-solidarite-trois-etudiants-interdits-dacces-a-sciences-po-paris-apres-avoir-participe-a-plusieurs-actions-de-soutien-a-la-palestine,humanite.fr,SCIENCE
Life Sciences,ORG,134,147,regex,4702,https://www.begeek.fr/pr/astek-entre-en-negociations-exclusives-avec-keyrus-pour-le-rachat-de-ses-activites-cro-confirmant-son-ambition-strategique-dans-les-life-sciences,begeek.fr,SCIENCE
Ben Arous,ORG,0,9,regex,4705,https://www.tuniscope.com/article/403989/vie/conseils/sante-342020,tuniscope.com,SCIENCE
Life Science CRO,ORG,56,72,regex,4706,https://www.boursier.com/actions/actualites/news/keyrus-cession-en-cours-de-l-integralite-des-activites-life-science-cro-955802.html,boursier.com,SCIENCE
Sciences Po,ORG,13,24,regex,4708,https://www.dna.fr/education/2025/04/08/sciences-po-strasbourg-maintient-son-partenariat-avec-l-universite-reichman,dna.fr,SCIENCE
AB Science,ORG,0,10,regex,4709,https://www.abcbourse.com/marches/newsContent/661413,abcbourse.com,SCIENCE
Xi Jinping,ORG,37,47,regex,4713,http://french.xinhuanet.com/20250331/bbc9feed1e8d4667bf843172319bd64d/c.html,french.xinhuanet.com,SCIENCE
Edwin Le,ORG,29,37,regex,4715,https://www.sudouest.fr:443/necrologies/disparition-de-l-economiste-edwin-le-heron-professeur-a-sciences-po-bordeaux-24150484.php,sudouest.fr,SCIENCE
Sciences Po Bordeaux,ORG,59,79,regex,4715,https://www.sudouest.fr:443/necrologies/disparition-de-l-economiste-edwin-le-heron-professeur-a-sciences-po-bordeaux-24150484.php,sudouest.fr,SCIENCE
Sciences Po Strasbourg,ORG,46,68,regex,4718,https://www.la-croix.com/partenariat-avec-une-universite-israelienne-sciences-po-strasbourg-a-nouveau-bloque-20250409,la-croix.com,SCIENCE
Seth Rogen,ORG,0,10,regex,4720,https://www.journaldemontreal.com/2025/04/16/seth-rogen-sest-fait-censurer-ses-propos-sur-elon-musk-et-donald-trump-dans-un-gala-a-los-angeles,journaldemontreal.com,SCIENCE
Elon Musk,ORG,45,54,regex,4720,https://www.journaldemontreal.com/2025/04/16/seth-rogen-sest-fait-censurer-ses-propos-sur-elon-musk-et-donald-trump-dans-un-gala-a-los-angeles,journaldemontreal.com,SCIENCE
Donald Trump,ORG,58,70,regex,4720,https://www.journaldemontreal.com/2025/04/16/seth-rogen-sest-fait-censurer-ses-propos-sur-elon-musk-et-donald-trump-dans-un-gala-a-los-angeles,journaldemontreal.com,SCIENCE
Los Angeles,ORG,86,97,regex,4720,https://www.journaldemontreal.com/2025/04/16/seth-rogen-sest-fait-censurer-ses-propos-sur-elon-musk-et-donald-trump-dans-un-gala-a-los-angeles,journaldemontreal.com,SCIENCE
Sciences Po Strasbourg,ORG,46,68,regex,4724,https://www.lexpress.fr/societe/partenariat-avec-une-universite-israelienne-sciences-po-strasbourg-a-nouveau-bloque-IFATPPTSVJHYZNAD6CNZR5AQFU/,lexpress.fr,SCIENCE
Sciences Po,ORG,63,74,regex,4726,https://www.dna.fr/education/2025/04/11/debut-de-polemique-sur-l-evacuation-du-blocage-a-sciences-po,dna.fr,SCIENCE
Sciences Po,ORG,7,18,regex,4727,https://www.lopinion.fr/politique/meme-a-sciences-po-letat-nest-pas-eternel,lopinion.fr,SCIENCE
Sciences Po,ORG,63,74,regex,4729,https://www.lalsace.fr/education/2025/04/11/debut-de-polemique-sur-l-evacuation-du-blocage-a-sciences-po,lalsace.fr,SCIENCE
